,Unnamed: 0,raw_text,aspectTerms
180,180,I always use a backup hard disk to store important files at all times.,"[{'term': 'hard disk', 'polarity': 'neutral'}]"
181,181,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!","[{'term': 'CD drive', 'polarity': 'negative'}, {'term': 'running', 'polarity': 'negative'}]"
182,182,But the screen size is not that bad for email and web browsing.,"[{'term': 'screen size', 'polarity': 'positive'}, {'term': 'web browsing', 'polarity': 'neutral'}]"
183,183,Once I removed all the software the laptop loads in 15-20 seconds.,"[{'term': 'software', 'polarity': 'negative'}, {'term': 'loads', 'polarity': 'neutral'}]"
184,184,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,"[{'term': 'trackpad', 'polarity': 'negative'}, {'term': 'external mouse', 'polarity': 'neutral'}, {'term': 'trackpad', 'polarity': 'negative'}]"
185,185,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[{'term': 'games', 'polarity': 'negative'}]"
186,186,"Obviously one of the most important features of any computer is the ""human interface.","[{'term': 'features', 'polarity': 'neutral'}, {'term': 'human interface', 'polarity': 'neutral'}]"
187,187,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).","[{'term': 'inbuilt applications', 'polarity': 'negative'}, {'term': 'Software', 'polarity': 'negative'}]"
188,188,The body is a bit cheaply made so it will be interesting to see how long it holds up.,"[{'term': 'body', 'polarity': 'negative'}]"
189,189,The i5 blows my desktop out of the water when it comes to rendering videos.,"[{'term': 'i5', 'polarity': 'negative'}]"
190,190,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.","[{'term': 'antivirus software', 'polarity': 'neutral'}, {'term': 'firewall', 'polarity': 'neutral'}]"
191,191,"Am very glad I bought it, great netbook, low price.","[{'term': 'price', 'polarity': 'positive'}]"
192,192,The Apple team also assists you very nicely when choosing which computer is right for you :),"[{'term': 'Apple team', 'polarity': 'positive'}]"
193,193,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","[{'term': 'Vista', 'polarity': 'negative'}, {'term': 'Vista', 'polarity': 'negative'}, {'term': 'operating system', 'polarity': 'neutral'}, {'term': 'Vista', 'polarity': 'negative'}]"
194,194,The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,"[{'term': 'video chat', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'conflict'}]"
195,195,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"[{'term': 'mouse', 'polarity': 'positive'}]"
196,196,"Fan vents to the side, so no cooling pad needed, great feature!","[{'term': 'Fan', 'polarity': 'positive'}, {'term': 'cooling pad', 'polarity': 'neutral'}, {'term': 'feature', 'polarity': 'positive'}]"
197,197,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","[{'term': 'software', 'polarity': 'positive'}]"
198,198,Wasted me at least 8 hours of installation time.,"[{'term': 'installation time', 'polarity': 'negative'}]"
199,199,"It has far exceeded my expectations for power, storage, and abilitiy.","[{'term': 'power', 'polarity': 'positive'}, {'term': 'storage', 'polarity': 'positive'}, {'term': 'abilitiy', 'polarity': 'positive'}]"
200,200,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.","[{'term': 'spotlight search', 'polarity': 'positive'}, {'term': 'feature', 'polarity': 'positive'}]"
201,201,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,"[{'term': 'wireless system', 'polarity': 'negative'}, {'term': 'Windows 7', 'polarity': 'neutral'}]"
202,202,I am enjoying it and the quality it provides is great!,"[{'term': 'quality', 'polarity': 'positive'}]"
203,203,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","[{'term': 'battery life', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}]"
204,204,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","[{'term': 'OS', 'polarity': 'positive'}, {'term': 'OS', 'polarity': 'positive'}]"
205,205,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","[{'term': 'iTunes', 'polarity': 'positive'}, {'term': 'program', 'polarity': 'positive'}]"
206,206,Mac is not made for gaming.,"[{'term': 'gaming', 'polarity': 'negative'}]"
207,207,"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.","[{'term': 'battery', 'polarity': 'negative'}]"
208,208,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.","[{'term': 'Apple support', 'polarity': 'positive'}, {'term': 'techs', 'polarity': 'positive'}]"
209,209,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,"[{'term': 'adding the bluetooth', 'polarity': 'negative'}]"
210,210,I need graphic power to run my Adobe Creative apps efficiently.,"[{'term': 'graphic power', 'polarity': 'neutral'}, {'term': 'Adobe Creative apps', 'polarity': 'neutral'}]"
211,211,the programs are esay to use and are quick to process this computer works like a charm.,"[{'term': 'programs', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
212,212,The materials that came with the computer did not include the right # anywhere.,"[{'term': 'materials', 'polarity': 'negative'}]"
213,213,It does not even have the software to play a dvd now.,"[{'term': 'software', 'polarity': 'negative'}]"
214,214,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,"[{'term': 'Tech support', 'polarity': 'positive'}, {'term': 'power supply', 'polarity': 'negative'}]"
215,215,HOW DOES THE POWER SUPPLY NOT WORK!!!,"[{'term': 'POWER SUPPLY', 'polarity': 'negative'}]"
216,216,Sells for the same as a netbook without sacrificing size.,"[{'term': 'size', 'polarity': 'positive'}]"
217,217,"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.","[{'term': 'warranty', 'polarity': 'neutral'}]"
218,218,"Windows XP SP2 caused many problems on the computer, so I had to remove it.","[{'term': 'Windows XP SP2', 'polarity': 'negative'}]"
219,219,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.","[{'term': 'Windows 7 Ultimate', 'polarity': 'negative'}, {'term': 'Bluetooth', 'polarity': 'negative'}, {'term': 'Fingerprint reader', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'negative'}]"
220,220,None of the techs at HP knew what they were doing.,"[{'term': 'techs at HP', 'polarity': 'negative'}]"
221,221,"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.","[{'term': 'video card', 'polarity': 'negative'}]"
222,222,"With awesome graphics and assuring security, it's perfect!","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'security', 'polarity': 'positive'}]"
223,223,"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.","[{'term': 'audio', 'polarity': 'negative'}]"
224,224,I was disappointed when I realized that the keyboard doesn't light up on this model.,"[{'term': 'keyboard', 'polarity': 'negative'}]"
225,225,It runs perfectly.,"[{'term': 'runs', 'polarity': 'positive'}]"
226,226,The laptop was very easy to set up.,"[{'term': 'set up', 'polarity': 'positive'}]"
227,227,  Sometimes the screen even goes black on this computer.,"[{'term': 'screen', 'polarity': 'negative'}]"
228,228,I recommend for word processing and internet users.,"[{'term': 'word processing', 'polarity': 'positive'}, {'term': 'internet', 'polarity': 'positive'}]"
229,229,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"[{'term': 'trackpad', 'polarity': 'positive'}]"
230,230,A longer battery life would have been great - but it meets it's spec quite easily.,"[{'term': 'battery life', 'polarity': 'conflict'}, {'term': 'spec', 'polarity': 'positive'}]"
231,231,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","[{'term': 'HD', 'polarity': 'positive'}, {'term': 'graphics chip', 'polarity': 'positive'}, {'term': 'components', 'polarity': 'positive'}, {'term': 'DVD burner', 'polarity': 'positive'}]"
232,232,Its fast and another thing I like is that it has three USB ports.,"[{'term': 'USB ports', 'polarity': 'positive'}]"
233,233,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"[{'term': 'software', 'polarity': 'negative'}]"
234,234,That system is fixed.,"[{'term': 'system', 'polarity': 'neutral'}]"
235,235,"The computer itself was fast, ran smoothly, and had no problems.","[{'term': 'ran', 'polarity': 'positive'}]"
236,236,Like the price and operation.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'operation', 'polarity': 'positive'}]"
237,237,The brand is tarnished in my heart.,"[{'term': 'brand', 'polarity': 'negative'}]"
238,238,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.","[{'term': 'components', 'polarity': 'negative'}, {'term': 'ground loop isolator', 'polarity': 'neutral'}, {'term': 'price range', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}]"
239,239,I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,"[{'term': 'warranty', 'polarity': 'neutral'}]"
240,240,"Once open, the leading edge is razor sharp.","[{'term': 'leading edge', 'polarity': 'negative'}]"
241,241,Loaded with bloatware.,"[{'term': 'bloatware', 'polarity': 'neutral'}]"
242,242,Maximum sound isn't nearly as loud as it should be.,"[{'term': 'Maximum sound', 'polarity': 'negative'}]"
243,243,I loaded windows 7 via Bootcamp and it works flawlessly!,"[{'term': 'windows 7', 'polarity': 'positive'}, {'term': 'Bootcamp', 'polarity': 'positive'}]"
