,Unnamed: 0,raw_text,aspectTerms
175,175,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","[{'term': 'beers', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'pumkin tortelini', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]"
176,176,They didn't give us the dinner special until we asked for it.,"[{'term': 'dinner special', 'polarity': 'negative'}]"
177,177,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[{'term': 'crabmeat lasagna', 'polarity': 'positive'}, {'term': 'chocolate bread pudding', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
178,178,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","[{'term': 'pasta dishes', 'polarity': 'positive'}, {'term': 'tiramisu', 'polarity': 'positive'}]"
179,179,Very good service and very good prices.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
180,180,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,"[{'term': 'lunch', 'polarity': 'neutral'}]"
181,181,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'neutral'}, {'term': 'meal', 'polarity': 'neutral'}]"
182,182,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,"[{'term': 'bagel', 'polarity': 'positive'}]"
183,183,Our food was great too!,"[{'term': 'food', 'polarity': 'positive'}]"
184,184,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.","[{'term': 'servers', 'polarity': 'negative'}]"
185,185,"Get your food to go, find a bench, and kick back with a plate of dumplings.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'plate of dumplings', 'polarity': 'positive'}]"
186,186,"Please try the Filet Mignon, its just the most tender piece ever.","[{'term': 'Filet Mignon', 'polarity': 'positive'}]"
187,187,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","[{'term': 'sangria', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bartender', 'polarity': 'negative'}]"
188,188,The sake menu should not be overlooked!,"[{'term': 'sake menu', 'polarity': 'positive'}]"
189,189,the drinks are amazing and half off till 8pm.,"[{'term': 'drinks', 'polarity': 'positive'}]"
190,190,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,"[{'term': 'beef cubes', 'polarity': 'positive'}]"
191,191,"The service, wine selection, ambiance are all outstanding and deserve recognition.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'wine selection', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]"
192,192,"We were seated promptly as we had reservations, however after that the service was slow.","[{'term': 'reservations', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
193,193,"It's really also the service, is good and the waiters are friendly.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'positive'}]"
194,194,"The food was pretty good, but a little flavorless and the portions very small, including dessert.","[{'term': 'food', 'polarity': 'conflict'}, {'term': 'dessert', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'negative'}]"
195,195,"It is set far from the small street it's on, and there is no traffic noise.","[{'term': 'traffic noise', 'polarity': 'positive'}]"
196,196,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,"[{'term': 'food', 'polarity': 'positive'}]"
197,197,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
198,198,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,"[{'term': 'dinner meeting', 'polarity': 'neutral'}]"
199,199,All the NYU students love this place so it makes for a fun young atmosphere.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
200,200,The food here does a great service to the name (Cantonese that is...).,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'Cantonese', 'polarity': 'positive'}]"
201,201,"But, nothing stands out about the cooking.","[{'term': 'cooking', 'polarity': 'neutral'}]"
202,202,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
203,203,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"[{'term': 'Prix Fixe menu', 'polarity': 'positive'}, {'term': 'quantity', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]"
204,204,I've been here 3 times for lunch and it is one of my favorites in the city.,"[{'term': 'lunch', 'polarity': 'neutral'}]"
205,205,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","[{'term': 'eggs benedict', 'polarity': 'negative'}, {'term': 'hollondaise sauce', 'polarity': 'negative'}, {'term': 'brunch', 'polarity': 'neutral'}]"
206,206,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.","[{'term': 'oatmeal', 'polarity': 'positive'}]"
207,207,Too bad the food wasn't of the same heritage.,"[{'term': 'food', 'polarity': 'negative'}]"
208,208,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'Chilean Sea Bass', 'polarity': 'negative'}, {'term': 'server', 'polarity': 'negative'}, {'term': 'specials', 'polarity': 'neutral'}]"
209,209,"The food was really good, I had the onion soup and it was one of the best ever.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'onion soup', 'polarity': 'positive'}]"
210,210,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.","[{'term': 'wine', 'polarity': 'neutral'}]"
211,211,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.","[{'term': 'staff', 'polarity': 'positive'}]"
212,212,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.","[{'term': 'Dim Sum', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}]"
213,213,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","[{'term': 'roll', 'polarity': 'negative'}, {'term': 'roll', 'polarity': 'negative'}, {'term': 'roll', 'polarity': 'negative'}, {'term': 'rice', 'polarity': 'neutral'}]"
214,214,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.","[{'term': 'gin and tonic', 'polarity': 'neutral'}, {'term': 'tonic', 'polarity': 'neutral'}]"
215,215,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).","[{'term': 'dim sum', 'polarity': 'negative'}, {'term': 'little dishes', 'polarity': 'negative'}]"
216,216,"The service is ok, some of the people didn't get what they asked for.","[{'term': 'service', 'polarity': 'neutral'}]"
217,217,If you want good authentic Thai this place is not the place to go.,"[{'term': 'Thai', 'polarity': 'negative'}]"
218,218,I recommend getting a reservation even though we saw people seated without one.,"[{'term': 'reservation', 'polarity': 'neutral'}]"
219,219,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,"[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'neutral'}]"
220,220,"If you want some roast duck, pork or chicken on rice with ginger, try them out!","[{'term': 'roast duck', 'polarity': 'positive'}, {'term': 'pork', 'polarity': 'positive'}, {'term': 'chicken on rice with ginger', 'polarity': 'positive'}]"
221,221,"You order from a menu, so you leave feeling like you missed the full experience.","[{'term': 'menu', 'polarity': 'negative'}]"
222,222,Staff is very accomodating.,"[{'term': 'Staff', 'polarity': 'positive'}]"
223,223,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,"[{'term': 'reservation', 'polarity': 'neutral'}]"
224,224,yourself a favor and have dinner here and see if you dont agree with me.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
225,225,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,"[{'term': 'Sake', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'neutral'}]"
226,226,"The food was terrific and the service classy, attentive, without being overbearing.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
227,227,This is an amazing place to try some roti rolls.,"[{'term': 'roti rolls', 'polarity': 'positive'}]"
228,228,Fresh ingredients and everything is made to order.,"[{'term': 'ingredients', 'polarity': 'positive'}]"
229,229,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'tip', 'polarity': 'positive'}]"
230,230,Quick and friendly service.,"[{'term': 'service', 'polarity': 'positive'}]"
231,231,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.","[{'term': 'meat', 'polarity': 'neutral'}]"
232,232,"Try the hot dogs too, they're snappy and delicious.","[{'term': 'hot dogs', 'polarity': 'positive'}]"
233,233,Delivery is fast too.,"[{'term': 'Delivery', 'polarity': 'positive'}]"
234,234,"The noise level was unbearable, conversation impossible.","[{'term': 'noise level', 'polarity': 'negative'}]"
235,235,Personal pans are the perfect size for those hungry nights.,"[{'term': 'Personal pans', 'polarity': 'positive'}]"
236,236,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,"[{'term': 'Spicy Fried Clam Rolls', 'polarity': 'positive'}, {'term': 'Spider Rolls', 'polarity': 'positive'}]"
237,237,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,"[{'term': 'menu', 'polarity': 'positive'}]"
238,238,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
239,239,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.","[{'term': 'place', 'polarity': 'positive'}]"
240,240,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,"[{'term': 'FOOD', 'polarity': 'neutral'}]"
241,241,just got back from lunch at Tamarind and it was excellent.,"[{'term': 'lunch', 'polarity': 'positive'}]"
242,242,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.","[{'term': 'food quality', 'polarity': 'positive'}]"
243,243,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).","[{'term': 'man', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'negative'}]"
244,244,Try the cheesecake!,"[{'term': 'cheesecake', 'polarity': 'positive'}]"
245,245,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,"[{'term': 'food', 'polarity': 'negative'}, {'term': 'employees', 'polarity': 'negative'}, {'term': 'containers for condiments', 'polarity': 'negative'}, {'term': 'containers', 'polarity': 'neutral'}, {'term': 'manager', 'polarity': 'negative'}]"
246,246,Great Indian food and the service is incredible.,"[{'term': 'Indian food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
247,247,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","[{'term': 'Decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}]"
